id,alternateNames
geoId/28075,Lauderdale
geoId/28077,Lawrence
geoId/28079,Leake
geoId/28083,Leflore
geoId/28085,Lincoln
geoId/28087,Lowndes
geoId/28091,Marion
geoId/28095,Monroe
geoId/28097,Montgomery
geoId/28099,Neshoba
geoId/28101,Newton
geoId/28103,Noxubee
geoId/28105,Oktibbeha
geoId/28107,Panola
geoId/28111,Perry
geoId/28113,Pike
geoId/28115,Pontotoc
geoId/28117,Prentiss
geoId/28119,Quitman
geoId/28121,Rankin
geoId/28123,Scott
geoId/28125,Sharkey
geoId/28127,Simpson
geoId/28129,Smith
geoId/28131,Stone
geoId/28135,Tallahatchie
geoId/28137,Tate
geoId/28139,Tippah
geoId/28141,Tishomingo
geoId/28143,Tunica
geoId/28145,Union
geoId/28147,Walthall
geoId/28149,Warren
geoId/28151,Washington
geoId/28153,Wayne
geoId/28155,Webster
geoId/28157,Wilkinson
geoId/28159,Winston
geoId/28161,Yalobusha
geoId/28163,Yazoo
geoId/29001,Adair
geoId/29003,Andrew
geoId/29005,Atchison
geoId/29007,Audrain
geoId/29009,Barry
geoId/29011,Barton
geoId/29013,Bates
geoId/29015,Benton
geoId/29017,Bollinger
geoId/29021,Buchanan
geoId/29025,Caldwell
geoId/29029,Camden
geoId/29033,Carroll
geoId/29035,Carter
geoId/29037,Cass
geoId/29039,Cedar
geoId/29041,Chariton
geoId/29043,Christian
geoId/29045,Clark
geoId/29049,Clinton
geoId/29051,Cole
geoId/29053,Cooper
geoId/29055,Crawford
geoId/29057,Dade
geoId/29059,Dallas
geoId/29061,Daviess
geoId/29063,DeKalb
geoId/29067,Douglas
geoId/29069,Dunklin
geoId/29073,Gasconade
geoId/29075,Gentry
geoId/29077,Greene
geoId/29079,Grundy
geoId/29081,Harrison
geoId/29083,Henry
geoId/29085,Hickory
geoId/29087,Holt
geoId/29089,Howard
geoId/29101,Johnson
geoId/29103,Knox
geoId/29105,Laclede
geoId/29107,Lafayette
geoId/29109,Lawrence
geoId/29111,Lewis
geoId/29113,Lincoln
geoId/29115,Linn
geoId/29117,Livingston
geoId/29119,McDonald
geoId/29121,Macon
geoId/29123,Madison
geoId/29125,Maries
geoId/29127,Marion
geoId/29129,Mercer
geoId/29131,Miller
geoId/29133,Mississippi
geoId/29135,Moniteau
geoId/29137,Monroe
geoId/29139,Montgomery
geoId/29141,Morgan
geoId/29143,New Madrid
geoId/29145,Newton
geoId/29147,Nodaway
geoId/29149,Oregon
geoId/29151,Osage
geoId/29153,Ozark
geoId/29155,Pemiscot
geoId/29157,Perry
geoId/29159,Pettis
geoId/29161,Phelps
geoId/29163,Pike
geoId/29165,Platte
geoId/29167,Polk
geoId/29169,Pulaski
geoId/29171,Putnam
geoId/29173,Ralls
geoId/29175,Randolph
geoId/29177,Ray
geoId/29179,Reynolds
geoId/29181,Ripley
geoId/29185,St. Clair
geoId/29186,Ste. Genevieve
geoId/29187,St. Francois
geoId/29195,Saline
geoId/29197,Schuyler
geoId/29199,Scotland
geoId/29201,Scott
geoId/29203,Shannon
geoId/29205,Shelby
geoId/29207,Stoddard
geoId/29209,Stone
geoId/29211,Sullivan
geoId/29213,Taney
geoId/29215,Texas
geoId/29217,Vernon
geoId/29219,Warren
geoId/29223,Wayne
geoId/29229,Wright
geoId/30001,Beaverhead
geoId/30003,Big Horn
geoId/30005,Blaine
geoId/30007,Broadwater
geoId/30011,Carter
geoId/30013,Cascade
geoId/30015,Chouteau
geoId/30017,Custer
geoId/30019,Daniels
geoId/30021,Dawson
geoId/30023,Deer Lodge
geoId/30025,Fallon
geoId/30027,Fergus
geoId/30029,Flathead
geoId/30033,Garfield
geoId/30037,Golden Valley
geoId/30039,Granite
geoId/30043,Jefferson
geoId/30045,Judith Basin
geoId/30049,Lewis and Clark
geoId/30051,Liberty
geoId/30053,Lincoln
geoId/30055,McCone
geoId/30057,Madison
geoId/30059,Meagher
geoId/30061,Mineral
geoId/30065,Musselshell
geoId/30069,Petroleum
geoId/30071,Phillips
geoId/30073,Pondera
geoId/30075,Powder River
geoId/30077,Powell
geoId/30079,Prairie
geoId/30081,Ravalli
geoId/30083,Richland
geoId/30085,Roosevelt
geoId/30087,Rosebud
geoId/30089,Sanders
geoId/30091,Sheridan
geoId/30093,Silver Bow
geoId/30095,Stillwater
geoId/30097,Sweet Grass
geoId/30099,Teton
geoId/30101,Toole
geoId/30103,Treasure
geoId/30107,Wheatland
geoId/30109,Wibaux
geoId/30111,Yellowstone
geoId/31001,Adams
geoId/31003,Antelope
geoId/31005,Arthur
geoId/31007,Banner
geoId/31009,Blaine
geoId/31011,Boone
geoId/31013,Box Butte
geoId/31015,Boyd
geoId/31019,Buffalo
geoId/31021,Burt
geoId/31023,Butler
geoId/31025,Cass
geoId/31027,Cedar
geoId/31029,Chase
geoId/31031,Cherry
geoId/31033,Cheyenne
geoId/31037,Colfax
geoId/31039,Cuming
geoId/31041,Custer
geoId/31043,Dakota
geoId/31045,Dawes
geoId/31047,Dawson
geoId/31049,Deuel
geoId/31051,Dixon
geoId/31053,Dodge
geoId/31057,Dundy
geoId/31059,Fillmore
geoId/31061,Franklin
geoId/31063,Frontier
geoId/31065,Furnas
geoId/31067,Gage
geoId/31071,Garfield
geoId/31073,Gosper
geoId/31075,Grant
geoId/31077,Greeley
geoId/31081,Hamilton
geoId/31083,Harlan
geoId/31085,Hayes
geoId/31087,Hitchcock
geoId/31089,Holt
geoId/31091,Hooker
geoId/31093,Howard
geoId/31095,Jefferson
geoId/31097,Johnson
geoId/31099,Kearney
geoId/31101,Keith
geoId/31103,Keya Paha
geoId/31105,Kimball
geoId/31107,Knox
geoId/31111,Lincoln
geoId/31113,Logan
geoId/31115,Loup
geoId/31117,McPherson
geoId/31119,Madison
geoId/31121,Merrick
geoId/31123,Morrill
geoId/31125,Nance
geoId/31127,Nemaha
geoId/31129,Nuckolls
geoId/31131,Otoe
geoId/31133,Pawnee
geoId/31135,Perkins
geoId/31137,Phelps
geoId/31139,Pierce
geoId/31141,Platte
geoId/31143,Polk
geoId/31145,Red Willow
geoId/31147,Richardson
geoId/31153,Sarpy
geoId/31155,Saunders
geoId/31157,Scotts Bluff
geoId/31159,Seward
geoId/31161,Sheridan
geoId/31163,Sherman
geoId/31165,Sioux
geoId/31167,Stanton
geoId/31169,Thayer
geoId/31171,Thomas
geoId/31173,Thurston
geoId/31177,Washington
geoId/31179,Wayne
geoId/31181,Webster
geoId/31183,Wheeler
geoId/31185,York
geoId/32001,Churchill
geoId/32009,Esmeralda
geoId/32011,Eureka
geoId/32013,Humboldt
geoId/32015,Lander
geoId/32017,Lincoln
geoId/32019,Lyon
geoId/32021,Mineral
geoId/32023,Nye
geoId/32027,Pershing
geoId/32029,Storey
geoId/32031,Washoe
geoId/32033,White Pine
geoId/33001,Belknap
geoId/33007,Coos
geoId/33015,Rockingham
geoId/33017,Strafford
geoId/34001,Atlantic
geoId/34003,Bergen
geoId/34009,Cape May
geoId/34019,Hunterdon
geoId/34021,Mercer
geoId/34029,Ocean
geoId/34033,Salem
geoId/34041,Warren
geoId/35001,Bernalillo
geoId/35003,Catron
geoId/35005,Chaves
geoId/35006,Cibola
geoId/35007,Colfax
geoId/35009,Curry
geoId/35011,De Baca
geoId/35013,Doña Ana
geoId/35015,Eddy
geoId/35017,Grant
geoId/35019,Guadalupe
geoId/35021,Harding
geoId/35023,Hidalgo
geoId/35025,Lea
geoId/35027,Lincoln
geoId/35029,Luna
geoId/35031,McKinley
geoId/35033,Mora
geoId/35035,Otero
geoId/35037,Quay
geoId/35039,Rio Arriba
geoId/35041,Roosevelt
geoId/35043,Sandoval
geoId/35045,San Juan
geoId/35047,San Miguel
geoId/35051,Sierra
geoId/35053,Socorro
geoId/35055,Taos
geoId/35057,Torrance
geoId/35059,Union
geoId/35061,Valencia
geoId/36003,Allegany
geoId/36005,Bronx
geoId/36007,Broome
geoId/36009,Cattaraugus
geoId/36011,Cayuga
geoId/36013,Chautauqua
geoId/36015,Chemung
geoId/36021,Columbia
geoId/36025,Delaware
geoId/36027,Dutchess
geoId/36031,Essex
geoId/36033,Franklin
geoId/36037,Genesee
geoId/36039,Greene
geoId/36041,Hamilton
geoId/36043,Herkimer
geoId/36049,Lewis
geoId/36053,Madison
geoId/36057,Montgomery
geoId/36059,Nassau
geoId/36063,Niagara
geoId/36069,Ontario
geoId/36073,Orleans
geoId/36079,Putnam
geoId/36083,Rensselaer
geoId/36089,St. Lawrence
geoId/36095,Schoharie
geoId/36097,Schuyler
geoId/36099,Seneca
geoId/36101,Steuben
geoId/36107,Tioga
geoId/36109,Tompkins
geoId/36113,Warren
geoId/36115,Washington
geoId/36121,Wyoming
geoId/36123,Yates
geoId/37001,Alamance
geoId/37003,Alexander
geoId/37005,Alleghany
geoId/37007,Anson
geoId/37009,Ashe
geoId/37011,Avery
geoId/37015,Bertie
geoId/37017,Bladen
geoId/37021,Buncombe
geoId/37025,Cabarrus
geoId/37029,Camden
geoId/37033,Caswell
geoId/37035,Catawba
geoId/37039,Cherokee
geoId/37041,Chowan
geoId/37045,Cleveland
geoId/37047,Columbus
geoId/37049,Craven
geoId/37053,Currituck
geoId/37055,Dare
geoId/37059,Davie
geoId/37061,Duplin
geoId/37065,Edgecombe
geoId/37067,Forsyth
geoId/37069,Franklin
geoId/37071,Gaston
geoId/37073,Gates
geoId/37075,Graham
geoId/37077,Granville
geoId/37079,Greene
geoId/37083,Halifax
geoId/37085,Harnett
geoId/37087,Haywood
geoId/37091,Hertford
geoId/37093,Hoke
geoId/37095,Hyde
geoId/37097,Iredell
geoId/37099,Jackson
geoId/37103,Jones
geoId/37109,Lincoln
geoId/37111,McDowell
geoId/37113,Macon
geoId/37115,Madison
geoId/37119,Mecklenburg
geoId/37121,Mitchell
geoId/37123,Montgomery
geoId/37127,Nash
geoId/37129,New Hanover
geoId/37131,Northampton
geoId/37133,Onslow
geoId/37137,Pamlico
geoId/37139,Pasquotank
geoId/37141,Pender
geoId/37143,Perquimans
geoId/37147,Pitt
geoId/37149,Polk
geoId/37153,Richmond
geoId/37155,Robeson
geoId/37157,Rockingham
geoId/37159,Rowan
geoId/37163,Sampson
geoId/37165,Scotland
geoId/37167,Stanly
geoId/37169,Stokes
geoId/37171,Surry
geoId/37173,Swain
geoId/37175,Transylvania
geoId/37177,Tyrrell
geoId/37181,Vance
geoId/37183,Wake
geoId/37185,Warren
geoId/37187,Washington
geoId/37193,Wilkes
geoId/37197,Yadkin
geoId/37199,Yancey
geoId/38001,Adams
geoId/38003,Barnes
geoId/38005,Benson
geoId/38007,Billings
geoId/38009,Bottineau
geoId/38011,Bowman
geoId/38013,Burke
geoId/38015,Burleigh
geoId/38017,Cass
geoId/38019,Cavalier
geoId/38021,Dickey
geoId/38023,Divide
geoId/38025,Dunn
geoId/38027,Eddy
geoId/38029,Emmons
geoId/38031,Foster
geoId/38033,Golden Valley
geoId/38037,Grant
geoId/38039,Griggs
geoId/38041,Hettinger
geoId/38043,Kidder
geoId/38045,LaMoure
geoId/38047,Logan
geoId/38049,McHenry
geoId/38051,McIntosh
geoId/38053,McKenzie
geoId/38055,McLean
geoId/38057,Mercer
geoId/38061,Mountrail
geoId/38063,Nelson
geoId/38065,Oliver
geoId/38067,Pembina
geoId/38069,Pierce
geoId/38071,Ramsey
geoId/38073,Ransom
geoId/38075,Renville
geoId/38077,Richland
geoId/38079,Rolette
geoId/38081,Sargent
geoId/38083,Sheridan
geoId/38085,Sioux
geoId/38087,Slope
geoId/38089,Stark
geoId/38091,Steele
geoId/38093,Stutsman
geoId/38095,Towner
geoId/38097,Traill
geoId/38099,Walsh
geoId/38101,Ward
geoId/38103,Wells
geoId/38105,Williams
geoId/39001,Adams
geoId/39003,Allen
geoId/39011,Auglaize
geoId/39021,Champaign
geoId/39029,Columbiana
geoId/39033,Crawford
geoId/39035,Cuyahoga
geoId/39037,Darke
geoId/39043,Erie
geoId/39047,Fayette
geoId/39053,Gallia
geoId/39055,Geauga
geoId/39057,Greene
geoId/39059,Guernsey
geoId/39063,Hancock
geoId/39065,Hardin
geoId/39069,Henry
geoId/39071,Highland
geoId/39073,Hocking
geoId/39075,Holmes
geoId/39079,Jackson
geoId/39083,Knox
geoId/39087,Lawrence
geoId/39089,Licking
geoId/39091,Logan
geoId/39095,Lucas
geoId/39097,Madison
geoId/39099,Mahoning
geoId/39105,Meigs
geoId/39107,Mercer
geoId/39109,Miami
geoId/39111,Monroe
geoId/39115,Morgan
geoId/39117,Morrow
geoId/39119,Muskingum
geoId/39121,Noble
geoId/39125,Paulding
geoId/39129,Pickaway
geoId/39131,Pike
geoId/39135,Preble
geoId/39137,Putnam
geoId/39141,Ross
geoId/39147,Seneca
geoId/39151,Stark
geoId/39157,Tuscarawas
geoId/39163,Vinton
geoId/39167,Washington
geoId/39171,Williams
geoId/39175,Wyandot
geoId/40001,Adair
geoId/40003,Alfalfa
geoId/40007,Beaver
geoId/40009,Beckham
geoId/40011,Blaine
geoId/40013,Bryan
geoId/40015,Caddo
geoId/40017,Canadian
geoId/40019,Carter
geoId/40021,Cherokee
geoId/40025,Cimarron
geoId/40027,Cleveland
geoId/40029,Coal
geoId/40031,Comanche
geoId/40033,Cotton
geoId/40035,Craig
geoId/40037,Creek
geoId/40039,Custer
geoId/40041,Delaware
geoId/40043,Dewey
geoId/40045,Ellis
geoId/40049,Garvin
geoId/40051,Grady
geoId/40053,Grant
geoId/40055,Greer
geoId/40057,Harmon
geoId/40059,Harper
geoId/40061,Haskell
geoId/40063,Hughes
geoId/40065,Jackson
geoId/40067,Jefferson
geoId/40069,Johnston
geoId/40071,Kay
geoId/40073,Kingfisher
geoId/40075,Kiowa
geoId/40077,Latimer
geoId/40079,Le Flore
geoId/40081,Lincoln
geoId/40083,Logan
geoId/40085,Love
geoId/40087,McClain
geoId/40089,McCurtain
geoId/40091,McIntosh
geoId/40095,Marshall
geoId/40097,Mayes
geoId/40099,Murray
geoId/40103,Noble
geoId/40105,Nowata
geoId/40107,Okfuskee
geoId/40109,Oklahoma
geoId/40113,Osage
geoId/40117,Pawnee
geoId/40119,Payne
geoId/40121,Pittsburg
geoId/40123,Pontotoc
geoId/40125,Pottawatomie
geoId/40127,Pushmataha
geoId/40129,Roger Mills
geoId/40135,Sequoyah
geoId/40137,Stephens
geoId/40139,Texas
geoId/40141,Tillman
geoId/40145,Wagoner
geoId/40147,Washington
geoId/40149,Washita
geoId/41005,Clackamas
geoId/41007,Clatsop
geoId/41009,Columbia
geoId/41011,Coos
geoId/41013,Crook
geoId/41015,Curry
geoId/41017,Deschutes
geoId/41021,Gilliam
geoId/41023,Grant
geoId/41025,Harney
geoId/41027,Hood River
geoId/41033,Josephine
geoId/41035,Klamath
geoId/41039,Lane
geoId/41041,Lincoln
geoId/41043,Linn
geoId/41045,Malheur
geoId/41049,Morrow
geoId/41051,Multnomah
geoId/41053,Polk
geoId/41055,Sherman
geoId/41057,Tillamook
geoId/41059,Umatilla
geoId/41061,Union
geoId/41063,Wallowa
geoId/41065,Wasco
geoId/41067,Washington
geoId/41069,Wheeler
geoId/41071,Yamhill
geoId/42001,Adams
geoId/42003,Allegheny
geoId/42005,Armstrong
geoId/42007,Beaver
geoId/42009,Bedford
geoId/42011,Berks
geoId/42013,Blair
geoId/42015,Bradford
geoId/42017,Bucks
geoId/42021,Cambria
geoId/42023,Cameron
geoId/42031,Clarion
geoId/42035,Clinton
geoId/42039,Crawford
geoId/42043,Dauphin
geoId/42045,Delaware
geoId/42047,Elk
geoId/42051,Fayette
geoId/42059,Greene
geoId/42061,Huntingdon
geoId/42067,Juniata
geoId/42073,Lawrence
geoId/42077,Lehigh
geoId/42079,Luzerne
geoId/42081,Lycoming
geoId/42083,McKean
geoId/42085,Mercer
geoId/42087,Mifflin
geoId/42093,Montour
geoId/42097,Northumberland
geoId/42101,Philadelphia
geoId/42103,Pike
geoId/42105,Potter
geoId/42107,Schuylkill
geoId/42113,Sullivan
geoId/42115,Susquehanna
geoId/42117,Tioga
geoId/42119,Union
geoId/42121,Venango
geoId/42123,Warren
geoId/42127,Wayne
geoId/42129,Westmoreland
geoId/42131,Wyoming
geoId/44009,Washington
geoId/45005,Allendale
geoId/45009,Bamberg
geoId/45011,Barnwell
geoId/45017,Calhoun
geoId/45021,Cherokee
geoId/45023,Chester
geoId/45025,Chesterfield
geoId/45027,Clarendon
geoId/45029,Colleton
geoId/45031,Darlington
geoId/45033,Dillon
geoId/45037,Edgefield
geoId/45039,Fairfield
geoId/45043,Georgetown
geoId/45049,Hampton
geoId/45051,Horry
geoId/45055,Kershaw
geoId/45057,Lancaster
geoId/45059,Laurens
geoId/45065,McCormick
geoId/45067,Marion
geoId/45069,Marlboro
geoId/45073,Oconee
geoId/45077,Pickens
geoId/45081,Saluda
geoId/45087,Union
geoId/46003,Aurora
geoId/46005,Beadle
geoId/46007,Bennett
geoId/46009,Bon Homme
geoId/46015,Brule
geoId/46017,Buffalo
geoId/46019,Butte
geoId/46021,Campbell
geoId/46023,Charles Mix
geoId/46025,Clark
geoId/46029,Codington
geoId/46031,Corson
geoId/46033,Custer
geoId/46035,Davison
geoId/46037,Day
geoId/46039,Deuel
geoId/46041,Dewey
geoId/46043,Douglas
geoId/46045,Edmunds
geoId/46047,Fall River
geoId/46049,Faulk
geoId/46051,Grant
geoId/46053,Gregory
geoId/46055,Haakon
geoId/46057,Hamlin
geoId/46061,Hanson
geoId/46063,Harding
geoId/46065,Hughes
geoId/46067,Hutchinson
geoId/46069,Hyde
geoId/46071,Jackson
geoId/46073,Jerauld
geoId/46075,Jones
geoId/46077,Kingsbury
geoId/46081,Lawrence
geoId/46083,Lincoln
geoId/46085,Lyman
geoId/46087,McCook
geoId/46089,McPherson
geoId/46091,Marshall
geoId/46093,Meade
geoId/46095,Mellette
geoId/46097,Miner
geoId/46101,Moody
geoId/46102,Oglala Lakota
geoId/46103,Pennington
geoId/46105,Perkins
geoId/46107,Potter
geoId/46109,Roberts
geoId/46111,Sanborn
geoId/46113,Oglala Lakota
geoId/46115,Spink
geoId/46117,Stanley
geoId/46119,Sully
geoId/46121,Todd
geoId/46123,Tripp
geoId/46125,Turner
geoId/46127,Union
geoId/46129,Walworth
geoId/46137,Ziebach
geoId/47005,Benton
geoId/47007,Bledsoe
geoId/47009,Blount
geoId/47013,Campbell
geoId/47015,Cannon
geoId/47019,Carter
geoId/47021,Cheatham
geoId/47023,Chester
geoId/47029,Cocke
geoId/47033,Crockett
geoId/47039,Decatur
geoId/47041,DeKalb
geoId/47047,Fayette
geoId/47049,Fentress
geoId/47051,Franklin
geoId/47053,Gibson
geoId/47055,Giles
geoId/47057,Grainger
geoId/47059,Greene
geoId/47061,Grundy
geoId/47063,Hamblen
geoId/47067,Hancock
geoId/47069,Hardeman
geoId/47071,Hardin
geoId/47073,Hawkins
geoId/47075,Haywood
geoId/47077,Henderson
geoId/47079,Henry
geoId/47081,Hickman
geoId/47083,Houston
geoId/47085,Humphreys
geoId/47087,Jackson
geoId/47091,Johnson
geoId/47093,Knox
geoId/47097,Lauderdale
geoId/47099,Lawrence
geoId/47101,Lewis
geoId/47103,Lincoln
geoId/47105,Loudon
geoId/47107,McMinn
geoId/47109,McNairy
geoId/47111,Macon
geoId/47113,Madison
geoId/47115,Marion
geoId/47119,Maury
geoId/47121,Meigs
geoId/47127,Moore
geoId/47129,Morgan
geoId/47131,Obion
geoId/47133,Overton
geoId/47135,Perry
geoId/47137,Pickett
geoId/47139,Polk
geoId/47141,Putnam
geoId/47143,Rhea
geoId/47145,Roane
geoId/47147,Robertson
geoId/47151,Scott
geoId/47153,Sequatchie
geoId/47155,Sevier
geoId/47159,Smith
geoId/47161,Stewart
geoId/47167,Tipton
geoId/47169,Trousdale
geoId/47171,Unicoi
geoId/47173,Union
geoId/47175,Van Buren
geoId/47177,Warren
geoId/47179,Washington
geoId/47181,Wayne
geoId/47183,Weakley
geoId/47187,Williamson
geoId/48005,Angelina
geoId/48007,Aransas
geoId/48009,Archer
geoId/48011,Armstrong
geoId/48013,Atascosa
geoId/48015,Austin
geoId/48017,Bailey
geoId/48019,Bandera
geoId/48023,Baylor
geoId/48029,Bexar
geoId/48031,Blanco
geoId/48033,Borden
geoId/48035,Bosque
geoId/48039,Brazoria
geoId/48041,Brazos
geoId/48043,Brewster
geoId/48045,Briscoe
geoId/48047,Brooks
geoId/48051,Burleson
geoId/48053,Burnet
geoId/48055,Caldwell
geoId/48059,Callahan
geoId/48061,Cameron
geoId/48063,Camp
geoId/48065,Carson
geoId/48067,Cass
geoId/48069,Castro
geoId/48071,Chambers
geoId/48073,Cherokee
geoId/48075,Childress
geoId/48079,Cochran
geoId/48081,Coke
geoId/48083,Coleman
geoId/48085,Collin
geoId/48087,Collingsworth
geoId/48089,Colorado
geoId/48091,Comal
geoId/48093,Comanche
geoId/48095,Concho
geoId/48097,Cooke
geoId/48099,Coryell
geoId/48101,Cottle
geoId/48103,Crane
geoId/48105,Crockett
geoId/48107,Crosby
geoId/48109,Culberson
geoId/48111,Dallam
geoId/48115,Dawson
geoId/48117,Deaf Smith
geoId/48119,Delta
geoId/48123,DeWitt
geoId/48125,Dickens
geoId/48127,Dimmit
geoId/48129,Donley
geoId/48131,Duval
geoId/48133,Eastland
geoId/48135,Ector
geoId/48137,Edwards
geoId/48139,Ellis
geoId/48143,Erath
geoId/48145,Falls
geoId/48147,Fannin
geoId/48149,Fayette
geoId/48151,Fisher
geoId/48153,Floyd
geoId/48155,Foard
geoId/48157,Fort Bend
geoId/48159,Franklin
geoId/48161,Freestone
geoId/48163,Frio
geoId/48165,Gaines
geoId/48169,Garza
geoId/48171,Gillespie
geoId/48173,Glasscock
geoId/48175,Goliad
geoId/48181,Grayson
geoId/48183,Gregg
geoId/48187,Guadalupe
geoId/48189,Hale
geoId/48193,Hamilton
geoId/48195,Hansford
geoId/48197,Hardeman
geoId/48199,Hardin
geoId/48201,Harris
geoId/48205,Hartley
geoId/48207,Haskell
geoId/48211,Hemphill
geoId/48219,Hockley
geoId/48221,Hood
geoId/48225,Houston
geoId/48229,Hudspeth
geoId/48231,Hunt
geoId/48233,Hutchinson
geoId/48235,Irion
geoId/48237,Jack
geoId/48239,Jackson
geoId/48243,Jeff Davis
geoId/48247,Jim Hogg
geoId/48249,Jim Wells
geoId/48251,Johnson
geoId/48253,Jones
geoId/48255,Karnes
geoId/48257,Kaufman
geoId/48259,Kendall
geoId/48261,Kenedy
geoId/48263,Kent
geoId/48265,Kerr
geoId/48267,Kimble
geoId/48269,King
geoId/48271,Kinney
geoId/48273,Kleberg
geoId/48275,Knox
geoId/48277,Lamar
geoId/48281,Lampasas
geoId/48283,La Salle
geoId/48285,Lavaca
geoId/48289,Leon
geoId/48293,Limestone
geoId/48295,Lipscomb
geoId/48297,Live Oak
geoId/48299,Llano
geoId/48301,Loving
geoId/48305,Lynn
geoId/48307,McCulloch
geoId/48309,McLennan
geoId/48311,McMullen
geoId/48313,Madison
geoId/48315,Marion
geoId/48317,Martin
geoId/48319,Mason
geoId/48321,Matagorda
geoId/48323,Maverick
geoId/48327,Menard
geoId/48331,Milam
geoId/48333,Mills
geoId/48335,Mitchell
geoId/48337,Montague
geoId/48341,Moore
geoId/48343,Morris
geoId/48345,Motley
geoId/48349,Navarro
geoId/48351,Newton
geoId/48353,Nolan
geoId/48355,Nueces
geoId/48357,Ochiltree
geoId/48359,Oldham
geoId/48363,Palo Pinto
geoId/48365,Panola
geoId/48369,Parmer
geoId/48373,Polk
geoId/48375,Potter
geoId/48377,Presidio
geoId/48379,Rains
geoId/48381,Randall
geoId/48383,Reagan
geoId/48385,Real
geoId/48387,Red River
geoId/48389,Reeves
geoId/48391,Refugio
geoId/48393,Roberts
geoId/48395,Robertson
geoId/48399,Runnels
geoId/48401,Rusk
geoId/48403,Sabine
geoId/48405,San Augustine
geoId/48407,San Jacinto
geoId/48409,San Patricio
geoId/48411,San Saba
geoId/48413,Schleicher
geoId/48415,Scurry
geoId/48417,Shackelford
geoId/48421,Sherman
geoId/48423,Smith
geoId/48425,Somervell
geoId/48427,Starr
geoId/48429,Stephens
geoId/48431,Sterling
geoId/48433,Stonewall
geoId/48435,Sutton
geoId/48437,Swisher
geoId/48439,Tarrant
geoId/48443,Terrell
geoId/48445,Terry
geoId/48447,Throckmorton
geoId/48449,Titus
geoId/48451,Tom Green
geoId/48453,Travis
geoId/48455,Trinity
geoId/48457,Tyler
geoId/48459,Upshur
geoId/48461,Upton
geoId/48465,Val Verde
geoId/48467,Van Zandt
geoId/48473,Waller
geoId/48475,Ward
geoId/48477,Washington
geoId/48479,Webb
geoId/48481,Wharton
geoId/48483,Wheeler
geoId/48485,Wichita
geoId/48487,Wilbarger
geoId/48489,Willacy
geoId/48491,Williamson
geoId/48495,Winkler
geoId/48497,Wise
geoId/48501,Yoakum
geoId/48503,Young
geoId/48505,Zapata
geoId/48507,Zavala
geoId/49001,Beaver
geoId/49005,Cache
geoId/49009,Daggett
geoId/49013,Duchesne
geoId/49015,Emery
geoId/49017,Garfield
geoId/49019,Grand
geoId/49023,Juab
geoId/49025,Kane
geoId/49027,Millard
geoId/49029,Morgan
geoId/49031,Piute
geoId/49035,Salt Lake
geoId/49037,San Juan
geoId/49039,Sanpete
geoId/49041,Sevier
geoId/49047,Uintah
geoId/49049,Utah
geoId/49051,Wasatch
geoId/49055,Wayne
geoId/49057,Weber
geoId/50007,Chittenden
geoId/50009,Essex
geoId/50011,Franklin
geoId/50013,Grand Isle
geoId/50015,Lamoille
geoId/50019,Orleans
geoId/50023,Washington
geoId/51001,Accomack
geoId/51005,Alleghany
geoId/51007,Amelia
geoId/51009,Amherst
geoId/51011,Appomattox
geoId/51015,Augusta
geoId/51017,Bath
geoId/51021,Bland
geoId/51023,Botetourt
geoId/51025,Brunswick
geoId/51027,Buchanan
geoId/51029,Buckingham
geoId/51033,Caroline
geoId/51036,Charles City
geoId/51037,Charlotte
geoId/51043,Clarke
geoId/51045,Craig
geoId/51049,Cumberland
geoId/51051,Dickenson
geoId/51053,Dinwiddie
geoId/51057,Essex
geoId/51061,Fauquier
geoId/51063,Floyd
geoId/51065,Fluvanna
geoId/51067,Franklin
geoId/51071,Giles
geoId/51075,Goochland
geoId/51077,Grayson
geoId/51079,Greene
geoId/51081,Greensville
geoId/51083,Halifax
geoId/51087,Henrico
geoId/51089,Henry
geoId/51091,Highland
geoId/51093,Isle of Wight
geoId/51095,James City
geoId/51097,King and Queen
geoId/51099,King George
geoId/51101,King William
geoId/51103,Lancaster
geoId/51107,Loudoun
geoId/51109,Louisa
geoId/51113,Madison
geoId/51115,Mathews
geoId/51117,Mecklenburg
geoId/51119,Middlesex
geoId/51121,Montgomery
geoId/51125,Nelson
geoId/51127,New Kent
geoId/51131,Northampton
geoId/51133,Northumberland
geoId/51135,Nottoway
geoId/51141,Patrick
geoId/51143,Pittsylvania
geoId/51145,Powhatan
geoId/51147,Prince Edward
geoId/51149,Prince George
geoId/51153,Prince William
geoId/51155,Pulaski
geoId/51157,Rappahannock
geoId/51159,Richmond
geoId/51161,Roanoke
geoId/51163,Rockbridge
geoId/51165,Rockingham
geoId/51167,Russell
geoId/51169,Scott
geoId/51173,Smyth
geoId/51175,Southampton
geoId/51177,Spotsylvania
geoId/51179,Stafford
geoId/51181,Surry
geoId/51183,Sussex
geoId/51185,Tazewell
geoId/51187,Warren
geoId/51191,Washington
geoId/51193,Westmoreland
geoId/51195,Wise
geoId/51197,Wythe
geoId/53001,Adams
geoId/53003,Asotin
geoId/53007,Chelan
geoId/53009,Clallam
geoId/53013,Columbia
geoId/53015,Cowlitz
geoId/53019,Ferry
geoId/53023,Garfield
geoId/53025,Grant
geoId/53027,Grays Harbor
geoId/53029,Island
geoId/53033,King
